id,Timestamp,Category,Money,Description,Details
2382413182,2025-06-27 12:42:01,sales,7115,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576612694}, ""quality"": ""0.000"", ""price"": ""$158.500"", ""unit_cogs"": ""$97.845"", ""remaining"": 171326}"
2382327037,2025-06-27 11:01:01,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2382327014,2025-06-27 11:00:59,contract,-76000,Agua contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.380""}"
2382326390,2025-06-27 11:00:15,sales,22668,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576612694}, ""quality"": ""0.000"", ""price"": ""$158.500"", ""unit_cogs"": ""$97.845"", ""remaining"": 178441}"
2382326369,2025-06-27 11:00:14,sales,29147,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576316204}, ""quality"": ""0.000"", ""price"": ""$158.600"", ""unit_cogs"": ""$97.849"", ""remaining"": 35836}"
2382217726,2025-06-27 08:31:06,sales,11815,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Grocery store""}, ""busy"": {""id"": 576108220}, ""quality"": ""0.000"", ""price"": ""$158.800"", ""unit_cogs"": ""$97.932"", ""remaining"": 0}"
2382084555,2025-06-27 05:35:15,production,-91833,Producción de Queso,"{""Precio"": ""$97.845"", ""Calidad"": 0, ""Cantidad"": 1008}"
2382084395,2025-06-27 05:35:05,production,-31199,Producción de Grano,"{""Precio"": ""$0.620"", ""Calidad"": 0, ""Cantidad"": 194394}"
2382084329,2025-06-27 05:35:00,production,-24959,Producción de Grano,"{""Precio"": ""$0.620"", ""Calidad"": 0, ""Cantidad"": 155514}"
2382084178,2025-06-27 05:34:50,production,-9171,Producción de Verduras,"{""Precio"": ""$2.569"", ""Calidad"": 0, ""Cantidad"": 20000}"
2382083750,2025-06-27 05:34:21,sales,75293,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576316204}, ""quality"": ""0.000"", ""price"": ""$158.600"", ""unit_cogs"": ""$97.849"", ""remaining"": 64983}"
2382083739,2025-06-27 05:34:21,sales,56876,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576108220}, ""quality"": ""0.000"", ""price"": ""$158.800"", ""unit_cogs"": ""$97.932"", ""remaining"": 11815}"
2381996902,2025-06-27 04:08:33,executive salaries,-6723,Sueldos de directores,{}
2381296407,2025-06-26 18:20:57,sales,11637,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Grocery store""}, ""busy"": {""id"": 575885019}, ""quality"": ""0.000"", ""price"": ""$157.700"", ""unit_cogs"": ""$97.946"", ""remaining"": 0}"
2381151717,2025-06-26 15:33:14,own bonds,-100000,Rescate de bonos,"{""emisor"": ""FAT00X"", ""Cantidad"": 20, ""Inter\u00e9s"": 0.5}"
2381151659,2025-06-26 15:33:11,own bonds,-100000,Rescate de bonos,"{""emisor"": ""S2H Inc"", ""Cantidad"": 20, ""Inter\u00e9s"": 0.5}"
2381151383,2025-06-26 15:32:56,sales,43583,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575885019}, ""quality"": ""0.000"", ""price"": ""$157.700"", ""unit_cogs"": ""$97.946"", ""remaining"": 11637}"
2381151209,2025-06-26 15:32:44,sales,53837,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576316204}, ""quality"": ""0.000"", ""price"": ""$158.600"", ""unit_cogs"": ""$97.849"", ""remaining"": 140276}"
2381151198,2025-06-26 15:32:44,sales,40668,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576108220}, ""quality"": ""0.000"", ""price"": ""$158.800"", ""unit_cogs"": ""$97.932"", ""remaining"": 68691}"
2381151073,2025-06-26 15:32:35,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2381151057,2025-06-26 15:32:33,contract,-76000,Agua contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.380""}"
2380753831,2025-06-26 07:20:42,fees,-8580,Comision de venta en el mercado Vacas,{}
2380753830,2025-06-26 07:20:42,market,286000,Orden de Vacas  en el mercado completada,"{""recurso"": ""Vacas"", ""Cantidad"": 2000, ""Calidad"": 0, ""Precio"": ""$143.00"", ""Comprador"": ""r00bson"", ""Ganancia"": 37962}"
2380667143,2025-06-26 05:30:54,sales,758,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576108220}, ""quality"": ""0.000"", ""price"": ""$158.800"", ""unit_cogs"": ""$97.932"", ""remaining"": 109359}"
2380667123,2025-06-26 05:30:52,sales,968,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576316204}, ""quality"": ""0.000"", ""price"": ""$158.600"", ""unit_cogs"": ""$97.849"", ""remaining"": 194113}"
2380662205,2025-06-26 05:24:59,market,-778,Compra de Transporte en el mercado,"{""Cantidad"": 2000, ""Precio"": ""$0.389"", ""Vendedor"": ""Anderl Industrie""}"
2380657733,2025-06-26 05:19:45,sales,61879,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575885019}, ""quality"": ""0.000"", ""price"": ""$157.700"", ""unit_cogs"": ""$97.946"", ""remaining"": 55220}"
2380657685,2025-06-26 05:19:41,sales,58832,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576108220}, ""quality"": ""0.000"", ""price"": ""$158.800"", ""unit_cogs"": ""$97.932"", ""remaining"": 110117}"
2380580959,2025-06-26 04:08:27,executive salaries,-6723,Sueldos de directores,{}
2380340409,2025-06-26 00:07:04,interest,-500,Pago de intereses de bono,"{""Valor de bono"": ""$100000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""FAT00X""}"
2380336563,2025-06-26 00:06:57,interest,-500,Pago de intereses de bono,"{""Valor de bono"": ""$100000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""S2H Inc""}"
2379689008,2025-06-25 14:50:06,executive training,-10000,Capacitación de director: Conferencia científica,"{""nombre ejecutivo"": ""Xiaopeng Cuthbert""}"
2379688942,2025-06-25 14:50:00,executive training,-10000,Capacitación de director: Taller de comunicación,"{""nombre ejecutivo"": ""Jeno van Moorsel""}"
2379688834,2025-06-25 14:49:54,executive training,-10000,Capacitación de director: Seminario de contaduría,"{""nombre ejecutivo"": ""Hannes Williams""}"
2379688731,2025-06-25 14:49:46,executive training,-10000,Capacitación de director: Entrenamiento en administración,"{""nombre ejecutivo"": ""Carlo Thompson""}"
2379688402,2025-06-25 14:49:20,sales,8988,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575885019}, ""quality"": ""0.000"", ""price"": ""$157.700"", ""unit_cogs"": ""$97.946"", ""remaining"": 117099}"
2379688345,2025-06-25 14:49:15,production,-91833,Producción de Queso,"{""Precio"": ""$97.845"", ""Calidad"": 0, ""Cantidad"": 1008}"
2379688231,2025-06-25 14:49:05,sales,8579,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 576108220}, ""quality"": ""0.000"", ""price"": ""$158.800"", ""unit_cogs"": ""$97.932"", ""remaining"": 168949}"
2379574015,2025-06-25 12:42:55,sales,646,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575885019}, ""quality"": ""0.000"", ""price"": ""$157.700"", ""unit_cogs"": ""$97.946"", ""remaining"": 126087}"
2379573920,2025-06-25 12:42:49,production,-33395,Producción de Cuero,"{""Precio"": ""$20.772"", ""Calidad"": 0, ""Cantidad"": 5752}"
2379573423,2025-06-25 12:42:15,contract,-76000,Agua contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.380""}"
2379573408,2025-06-25 12:42:14,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2379573387,2025-06-25 12:42:12,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2379567028,2025-06-25 12:34:06,production,-68878,Producción de Forraje,"{""Precio"": ""$9.251"", ""Calidad"": 0, ""Cantidad"": 39062}"
2379566930,2025-06-25 12:34:01,sales,77964,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575885019}, ""quality"": ""0.000"", ""price"": ""$157.700"", ""unit_cogs"": ""$97.946"", ""remaining"": 126733}"
2379566802,2025-06-25 12:33:53,production,-91833,Producción de Queso,"{""Precio"": ""$97.845"", ""Calidad"": 0, ""Cantidad"": 1008}"
2379566663,2025-06-25 12:33:45,production,-91833,Producción de Queso,"{""Precio"": ""$97.845"", ""Calidad"": 0, ""Cantidad"": 1008}"
2379153369,2025-06-25 04:02:21,executive salaries,-6723,Sueldos de directores,{}
2378977749,2025-06-25 00:10:51,sales,32834,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Grocery store""}, ""busy"": {""id"": 575528748}, ""quality"": ""0.000"", ""price"": ""$157.300"", ""unit_cogs"": ""$97.810"", ""remaining"": 0}"
2378882504,2025-06-25 00:06:12,interest,-500,Pago de intereses de bono,"{""Valor de bono"": ""$100000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""FAT00X""}"
2378878587,2025-06-25 00:06:05,interest,-500,Pago de intereses de bono,"{""Valor de bono"": ""$100000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""S2H Inc""}"
2378446644,2025-06-24 18:17:39,production,-91833,Producción de Queso,"{""Precio"": ""$97.845"", ""Calidad"": 0, ""Cantidad"": 1008}"
2378446482,2025-06-24 18:17:29,market,-259000,Compra de Unidades de construcción en el mercado,"{""Cantidad"": 100, ""Precio"": ""$2590.000"", ""Vendedor"": ""The pitts ltd""}"
2378446475,2025-06-24 18:17:29,market,-15840,Compra de Tablones en el mercado,"{""Cantidad"": 1600, ""Precio"": ""$9.900"", ""Vendedor"": ""87 Lumber""}"
2378446469,2025-06-24 18:17:28,market,-14300,Compra de Bloques en el mercado,"{""Cantidad"": 5500, ""Precio"": ""$2.600"", ""Vendedor"": ""Between Lands Corp""}"
2378446463,2025-06-24 18:17:28,market,-78008,Compra de Concreto reforzado en el mercado,"{""Cantidad"": 400, ""Precio"": ""$195.020"", ""Vendedor"": ""Anhalt GmbH, Kzy Elektrik, Bock Konglomerat""}"
2378446086,2025-06-24 18:16:57,production,-31199,Producción de Grano,"{""Precio"": ""$0.620"", ""Calidad"": 0, ""Cantidad"": 194394}"
2378445944,2025-06-24 18:16:50,production,-24959,Producción de Grano,"{""Precio"": ""$0.620"", ""Calidad"": 0, ""Cantidad"": 155514}"
2378445866,2025-06-24 18:16:45,production,-24959,Producción de Grano,"{""Precio"": ""$0.620"", ""Calidad"": 0, ""Cantidad"": 155514}"
2378445807,2025-06-24 18:16:40,contract,-76000,Agua contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.380""}"
2378445783,2025-06-24 18:16:39,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2378445762,2025-06-24 18:16:38,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2378445610,2025-06-24 18:16:25,sales,148475,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575528748}, ""quality"": ""0.000"", ""price"": ""$157.300"", ""unit_cogs"": ""$97.810"", ""remaining"": 32834}"
2377994818,2025-06-24 09:26:59,fees,-1109,Comision de venta en el mercado Forraje,{}
2377994817,2025-06-24 09:26:59,market,37053,Orden de Forraje  en el mercado completada,"{""recurso"": ""Forraje"", ""Cantidad"": 3167, ""Calidad"": 0, ""Precio"": ""$11.70"", ""Comprador"": ""Gh1ani Corp"", ""Ganancia"": 7436}"
2377994088,2025-06-24 09:25:58,fees,-176,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$1109""}"
2377994087,2025-06-24 09:25:58,market,5850,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 500, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""MguCo Ltd"", ""Ganancia"": ""$1173"", ""Comisiones"": ""$176"", ""comisiones restantes"": ""$1109""}"
2377994038,2025-06-24 09:25:53,fees,-780,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$1285""}"
2377994037,2025-06-24 09:25:53,market,26009,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 2223, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""Golge Traders"", ""Ganancia"": ""$5218"", ""Comisiones"": ""$780"", ""comisiones restantes"": ""$1285""}"
2377982077,2025-06-24 09:07:10,fees,-4909,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$2065""}"
2377982076,2025-06-24 09:07:10,market,163800,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 14000, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""Flacon Compagny"", ""Ganancia"": ""$32869"", ""Comisiones"": ""$4909"", ""comisiones restantes"": ""$2065""}"
2377977035,2025-06-24 09:00:26,fees,-1684,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$6974""}"
2377977034,2025-06-24 09:00:26,market,56160,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 4800, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""KP INC etb2025"", ""Ganancia"": ""$11268"", ""Comisiones"": ""$1684"", ""comisiones restantes"": ""$6974""}"
2377976088,2025-06-24 08:59:04,fees,-36,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$8658""}"
2377976087,2025-06-24 08:59:04,market,1170,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 100, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""hehehe co."", ""Ganancia"": ""$233"", ""Comisiones"": ""$36"", ""comisiones restantes"": ""$8658""}"
2377971272,2025-06-24 08:52:03,fees,-842,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$8694""}"
2377971271,2025-06-24 08:52:03,market,28080,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 2400, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""Catfish HQ"", ""Ganancia"": ""$5634"", ""Comisiones"": ""$842"", ""comisiones restantes"": ""$8694""}"
2377964616,2025-06-24 08:43:21,fees,-55,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$9536""}"
2377964615,2025-06-24 08:43:21,market,1825,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 156, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""Fermes3"", ""Ganancia"": ""$365"", ""Comisiones"": ""$55"", ""comisiones restantes"": ""$9536""}"
2377961141,2025-06-24 08:38:00,fees,-176,Comision de venta en el mercado Forraje,"{""comisiones restantes"": ""$9591""}"
2377961140,2025-06-24 08:38:00,market,5850,Orden de Forraje en el mercado parcialmente completada,"{""recurso"": ""Forraje"", ""Cantidad"": 500, ""Calidad"": 0, ""Precio"": ""$11.700"", ""Comprador"": ""Best Yes inc"", ""Ganancia"": ""$1173"", ""Comisiones"": ""$176"", ""comisiones restantes"": ""$9591""}"
2377741031,2025-06-24 04:03:26,executive salaries,-6723,Sueldos de directores,{}
2377462039,2025-06-24 00:05:59,interest,-500,Pago de intereses de bono,"{""Valor de bono"": ""$100000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""FAT00X""}"
2377458790,2025-06-24 00:05:51,interest,-500,Pago de intereses de bono,"{""Valor de bono"": ""$100000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""S2H Inc""}"
2376903264,2025-06-23 16:02:14,sales,1920,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575528748}, ""quality"": ""0.000"", ""price"": ""$157.300"", ""unit_cogs"": ""$97.810"", ""remaining"": 181309}"
2376893207,2025-06-23 15:52:00,own bonds,-100000,Rescate de bonos,"{""emisor"": ""FAT00X"", ""Cantidad"": 20, ""Inter\u00e9s"": 0.5}"
2376893049,2025-06-23 15:51:51,own bonds,-100000,Rescate de bonos,"{""emisor"": ""S2H Inc"", ""Cantidad"": 20, ""Inter\u00e9s"": 0.5}"
2376884623,2025-06-23 15:42:25,production,-18767,Producción de Vacas,"{""Precio"": ""$120.652"", ""Calidad"": 0, ""Cantidad"": 4032}"
2376884194,2025-06-23 15:42:06,sales,7653,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575528748}, ""quality"": ""0.000"", ""price"": ""$157.300"", ""unit_cogs"": ""$97.810"", ""remaining"": 183229}"
2376803879,2025-06-23 14:20:45,sales,607,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575528748}, ""quality"": ""0.000"", ""price"": ""$157.300"", ""unit_cogs"": ""$97.810"", ""remaining"": 190882}"
2376798965,2025-06-23 14:15:45,executive training,-10000,Capacitación de director: Conferencia científica,"{""nombre ejecutivo"": ""Xiaopeng Cuthbert""}"
2376798850,2025-06-23 14:15:37,executive training,-10000,Capacitación de director: Seminario de contaduría,"{""nombre ejecutivo"": ""Hannes Williams""}"
2376798747,2025-06-23 14:15:29,executive training,-10000,Capacitación de director: Entrenamiento en administración,"{""nombre ejecutivo"": ""Carlo Thompson""}"
2376797459,2025-06-23 14:14:14,sales,1605,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575528748}, ""quality"": ""0.000"", ""price"": ""$157.300"", ""unit_cogs"": ""$97.810"", ""remaining"": 191489}"
2376781371,2025-06-23 13:57:37,production,-9191,Producción de Verduras,"{""Precio"": ""$2.570"", ""Calidad"": 0, ""Cantidad"": 20000}"
2376780846,2025-06-23 13:56:54,production,-92025,Producción de Queso,"{""Precio"": ""$97.998"", ""Calidad"": 0, ""Cantidad"": 1008}"
2376625462,2025-06-23 11:04:29,sales,107535,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Grocery store""}, ""busy"": {""id"": 575294543}, ""quality"": ""0.000"", ""price"": ""$154.800"", ""unit_cogs"": ""$95.150"", ""remaining"": 0}"
2376590862,2025-06-23 10:21:14,sales,76342,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Grocery store""}, ""busy"": {""id"": 575148536}, ""quality"": ""0.000"", ""price"": ""$154.800"", ""unit_cogs"": ""$94.466"", ""remaining"": 0}"
2376530929,2025-06-23 09:02:07,sales,79517,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Grocery store""}, ""busy"": {""id"": 575032667}, ""quality"": ""0.000"", ""price"": ""$151.900"", ""unit_cogs"": ""$93.009"", ""remaining"": 0}"
2376295271,2025-06-23 04:03:02,executive salaries,-6723,Sueldos de directores,{}
2376002384,2025-06-23 00:05:47,interest,-1000,Pago de intereses de bono,"{""Valor de bono"": ""$200000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""FAT00X""}"
2375999333,2025-06-23 00:05:39,interest,-1000,Pago de intereses de bono,"{""Valor de bono"": ""$200000"", ""Inter\u00e9s"": ""0.5%"", ""Propietario"": ""S2H Inc""}"
2375679521,2025-06-22 19:53:00,fees,-1179,Comision de venta en el mercado Grano,{}
2375679520,2025-06-22 19:53:00,market,39338,Orden de Grano  en el mercado completada,"{""recurso"": ""Grano"", ""Cantidad"": 52451, ""Calidad"": 0, ""Precio"": ""$0.75"", ""Comprador"": ""Windy Acres Harvest"", ""Ganancia"": 5809}"
2375677545,2025-06-22 19:50:48,fees,-739,Comision de venta en el mercado Grano,"{""comisiones restantes"": ""$1179""}"
2375677544,2025-06-22 19:50:48,market,24644,Orden de Grano en el mercado parcialmente completada,"{""recurso"": ""Grano"", ""Cantidad"": 32859, ""Calidad"": 0, ""Precio"": ""$0.750"", ""Comprador"": ""AsA.f"", ""Ganancia"": ""$3639"", ""Comisiones"": ""$739"", ""comisiones restantes"": ""$1179""}"
2375670830,2025-06-22 19:43:19,fees,-6,Comision de venta en el mercado Grano,"{""comisiones restantes"": ""$1918""}"
2375670829,2025-06-22 19:43:19,market,187,Orden de Grano en el mercado parcialmente completada,"{""recurso"": ""Grano"", ""Cantidad"": 250, ""Calidad"": 0, ""Precio"": ""$0.750"", ""Comprador"": ""KscInvest"", ""Ganancia"": ""$26"", ""Comisiones"": ""$6"", ""comisiones restantes"": ""$1918""}"
2375665824,2025-06-22 19:37:36,fees,-2,Comision de venta en el mercado Grano,"{""comisiones restantes"": ""$1924""}"
2375665823,2025-06-22 19:37:36,market,37,Orden de Grano en el mercado parcialmente completada,"{""recurso"": ""Grano"", ""Cantidad"": 50, ""Calidad"": 0, ""Precio"": ""$0.750"", ""Comprador"": ""Samu Capital Inc"", ""Ganancia"": ""$4"", ""Comisiones"": ""$2"", ""comisiones restantes"": ""$1924""}"
2375658530,2025-06-22 19:29:24,fees,-1666,Comision de venta en el mercado Grano,"{""comisiones restantes"": ""$1926""}"
2375658529,2025-06-22 19:29:24,market,55530,Orden de Grano en el mercado parcialmente completada,"{""recurso"": ""Grano"", ""Cantidad"": 74040, ""Calidad"": 0, ""Precio"": ""$0.750"", ""Comprador"": ""Patoshik Company"", ""Ganancia"": ""$8199"", ""Comisiones"": ""$1666"", ""comisiones restantes"": ""$1926""}"
2375657707,2025-06-22 19:28:30,fees,-522,Comision de venta en el mercado Grano,"{""comisiones restantes"": ""$3592""}"
2375657706,2025-06-22 19:28:30,market,17382,Orden de Grano en el mercado parcialmente completada,"{""recurso"": ""Grano"", ""Cantidad"": 23177, ""Calidad"": 0, ""Precio"": ""$0.750"", ""Comprador"": ""Patoshik Company"", ""Ganancia"": ""$2565"", ""Comisiones"": ""$522"", ""comisiones restantes"": ""$3592""}"
2375612595,2025-06-22 18:41:50,executive training,-10000,Capacitación de director: Taller de comunicación,"{""nombre ejecutivo"": ""Jeno van Moorsel""}"
2375611000,2025-06-22 18:40:33,market,-7131,Compra de Transporte en el mercado,"{""Cantidad"": 18283, ""Precio"": ""$0.390"", ""Vendedor"": ""Ecutech EnviroInnovation""}"
2375610777,2025-06-22 18:40:20,production,-69023,Producción de Forraje,"{""Precio"": ""$9.207"", ""Calidad"": 0, ""Cantidad"": 39062}"
2375610448,2025-06-22 18:40:03,sales,53595,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 44067442, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575148536}, ""quality"": ""0.000"", ""price"": ""$154.800"", ""unit_cogs"": ""$94.466"", ""remaining"": 76342}"
2375610442,2025-06-22 18:40:02,sales,61049,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575032667}, ""quality"": ""0.000"", ""price"": ""$151.900"", ""unit_cogs"": ""$93.009"", ""remaining"": 79517}"
2375610380,2025-06-22 18:40:00,production,-92025,Producción de Queso,"{""Precio"": ""$97.998"", ""Calidad"": 0, ""Cantidad"": 1008}"
2375610291,2025-06-22 18:39:54,production,-92025,Producción de Queso,"{""Precio"": ""$97.933"", ""Calidad"": 0, ""Cantidad"": 1008}"
2375389768,2025-06-22 14:41:16,sales,36692,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Grocery store""}, ""busy"": {""id"": 574656013}, ""quality"": ""0.000"", ""price"": ""$149.900"", ""unit_cogs"": ""$90.473"", ""remaining"": 0}"
2375040815,2025-06-22 07:45:22,executive training,-10000,Capacitación de director: Conferencia científica,"{""nombre ejecutivo"": ""Xiaopeng Cuthbert""}"
2375040691,2025-06-22 07:45:10,executive training,-10000,Capacitación de director: Seminario de contaduría,"{""nombre ejecutivo"": ""Hannes Williams""}"
2375040615,2025-06-22 07:45:00,executive training,-10000,Capacitación de director: Lecciones variadas,"{""nombre ejecutivo"": ""Carlo Thompson""}"
2375040342,2025-06-22 07:44:34,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2375040310,2025-06-22 07:44:31,contract,-54000,Semillas contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.270""}"
2375040295,2025-06-22 07:44:30,contract,-76000,Agua contrato de TeslaKev.Inc,"{""Cantidad"": 200000, ""Calidad"": 0, ""Precio"": ""$0.380""}"
2375039870,2025-06-22 07:44:04,sales,56499,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42306598, ""size"": 4, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 574656013}, ""quality"": ""0.000"", ""price"": ""$149.900"", ""unit_cogs"": ""$90.473"", ""remaining"": 36692}"
2375039855,2025-06-22 07:44:03,sales,59550,Ventas de Queso,"{""action"": ""take"", ""building"": {""id"": 42130503, ""size"": 3, ""name"": ""Tienda de comestibles""}, ""busy"": {""id"": 575032667}, ""quality"": ""0.000"", ""price"": ""$151.900"", ""unit_cogs"": ""$93.009"", ""remaining"": 140566}"
2374870612,2025-06-22 04:03:08,executive salaries,-5028,Sueldos de directores,{}
2374815919,2025-06-22 03:18:29,fees,-1665,Comision de venta en el mercado Vacas,{}
2374815918,2025-06-22 03:18:29,market,55584,Orden de Vacas  en el mercado completada,"{""recurso"": ""Vacas"", ""Cantidad"": 386, ""Calidad"": 0, ""Precio"": ""$144.00"", ""Comprador"": ""JWP COMPENNY"", ""Ganancia"": 8254}"
